crimey.03g,03greedo,firstout,,,"My lil homie caught a
My lil homie caught a homi
My lil homie caught a body
First night out
He don't, he don't want no crimey
Aye, he don't want no crimey

My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island
My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island

Bitch, you gotta be from underground to understand this shit
Bitch, you gotta be from out of town to want to buy this shit
Bitch, you gotta be from out of bounds to want to try this shit
You ain't gotta beef with Jordan, down to be the flyest bitch
Hatin' won't work 'cause I'm workin' 'til I'm tired bitch
Bitch, you had to been to county jail to live to tell this shit
Prison saved my life 'cause I know I was supposed to die that year
Bitches want my life so they just started actin' hella weird
Niggas want my wife, that's not my wife, might fuck my other bitch
Don't you close your eyes, we stayin' woke like Donald Glover, bitch
Watch her snort a line right off the dick before she suck the dick
Suffocate the pillow talk, just hold it down and smother shit
They comparing me to Pac so I got on some walkin' shit
Shout out to my lil homies hittin' licks and flockin' shit
I be in the studio 'cause I don't do no talkin', bitch
If I wasn't rappin', still be Gucci'd down and choppin' bricks

My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island
My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island

Bitch, who got the lean? Who got the xans? I need prescription shit
I'm from where we Crips will beef with Bloods and beef with Crips and shit
I'm from where before you get some kids, you get some sentences
I'm from where they spreading all the rumors and the sicknesses
I'm from where your favorite drug dealers might be witnesses
I'm from where some peoples caught on fire faking chemists
I'm from where they used to get the water with no fish and drip
I'm from where they treat a dead body like some fish 'n' chips
Eat your ass alive, you might get swallowed by a trinky bitch
She might look just like she is a model but got syphilis
I'm from where some bitches be more gangster than these niggas is
Half the time these killers really gay or really snitching shit
I'ma make myself a fuckin' general like [?]
Free my hitters, I could be in prison just like Ruthless is
I got extradited, I bailed out before you knew the shit
Fox was worried 'bout me, I was good but he the truth for this

My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island
My lil homie caught a homi
Caught a case, he caught a body
Compton courthouse with a crimey
Where they do the gangsters grimy
Undercovers on assignment
Solitary his confinement
Jail the only way you make it off this island

We on that ape shit
First 48 shit
Got the birds in
We okay shit
That building ancient
First 48 shit
A hundred birds
Real gracious
On my flights
I got them birds
That building ancient
Aye, First 48 shit
Ayy, ayy




"
diamonds.03g,03greedo,firstout,,,"I can't wait to put them diamonds on my fist
I can't wait to hit the islands with my bitch
I can't wait to get designer on my kicks
I been shining, now she grinding on my dick
All these top notch hoes need project dick
Project dick keep them hoes sick
Her neck, her back, my neck, my wrist
No more Nike on my kicks, my check my bitch

White girl, friend of Migos that know Katy Perry
Kicked your bitch, kidnap in traffic, not no Halle Berry
All this dribble got me crossin' over, never carry
Chopper with no luggage, when you got a bag you hurry
Gettin' dressed inside the mall, came in shorts and all
I feel like I'm Lil Flip, this is the way we ball
Gettin' high in high end, knock out like I'm Tyson
Concrete jungle, wild thoughts, we Rihanna Bryson
Street nigga with a license, keep it legal when I'm drivin'
Too illegal when inside it, baby it's a gangster party
Pussy niggas not invited, you ain't never catch a body
Homie ain't about a homi, he still livin' off his mommy
Real nigga, baby I'm a real nigga
You should fuck a nigga who been workin' on a meal ticket
I remember meal missing, now I'm on a bill mission
Natural ass like kill semi, baby you should deal with me

I can't wait to put them diamonds on my fist
I can't wait to hit the islands with my bitch
I can't wait to get designer on my kicks
I been shining, now she grinding on my dick
All these top notch hoes need project dick
Project dick keep them hoes sick
Her neck, her back, my neck, my wrist
No more Nike on my kicks, my check my bitch

I can't wait to sell niggas who ain't fuck with niggas
I can't wait to fuck these bitches who ain't fuck with niggas
I can't wait to get that Wraith, Audi R8
Only Beamer I would skate is that i8
Bentley truck, Montley truck, floatin' in that Tesla
Better have a bank just to get to know me better
Balenciaga bunions, bitch I'm in a Kenzo sweater
I put Gucci on my glasses, now I'm lookin' better
Ho touch your tiptoe, insert your info
Might beat it up to the same instrumental
Bitch what it hit for?
I like them girls with them tattoos and dimples
Not in your face, I'm talkin' 'bout your ass
Blowin' on me like a sax, talkin' all that jazz
Gotta be an SUV if I'ma ride a Jag
Me and Live on 'Deo Drive, poppin' all the tags

I can't wait to put them diamonds on my fist
I can't wait to hit the islands with my bitch
I can't wait to get designer on my kicks
I been shining, now she grinding on my dick
All these top notch hoes need project dick
Project dick keep them hoes sick
Her neck, her back, my neck, my wrist
No more Nike on my kicks, my check my bitch




"
i_heard.03g,03greedo,firstout,,,"I heard 03 got all the heat
My side, two bitches in one whip
Niggas thought it was all over
Beatin' me, how can I sober
Say I'm surrounded by vultures
Now I'm surrounded by soldiers
Should we get right to the gunplay
He got a hundred he gon' say
I heard, I heard
I heard, I heard
I heard, I heard, I heard, I heard
I heard, I heard

That we went down undercover
I'm back out on bail and I'm still raising hell
Feeling like Slater or Screech, got a white girl with me and got saved by the bell
Look at me funny, they want me to disappear like I'm Dave Chappelle
I get it out of thin air, still gettin' packs in the mail
What type of drugs do you sell?
Last year I needed some help
Now I can get it myself
I was the shit in the cell
Thought I won't get out of jail
People sayin' I got ninety-nine years
I got ninety-nine sales for your bitch and I'm here
Ninety-nine problems but bitches ain't near
Xanny barbarian like I'm golden ear
Purple a soldier but I don't romance
I'm usually off a few lines when I dance
Baby got me in the times when I glance
I turn a white girl and pry with no hands
Kitchen whippin' 'til I go down again
Drummer gang family, we don't want no friends
Test that nigga to the final exam
I left the hood like the white boys and text the Trans-Ams
Free my bro Speed, let's get back to them grams
Free Facka Flee, free Yapo every time
Free Scavy D, slugs on me, this God's plan

I heard 03 got all the heat
My side, two bitches in one whip
Niggas thought it was all over
Beatin' me, how can I sober
Say I'm surrounded by vultures
Now I'm surrounded by soldiers
Should we get right to the gunplay
He got a hundred he gon' say
I heard, I heard
I heard, I heard
I heard, I heard, I heard, I heard
I heard, I heard

I, I heard I got life
I heard I went on the run, I heard I wasn't on the run
I'm lyin' 'bout a case, I don't chat Greedo bro
Greedo back, keep talkin', hey, ho
More money, more change
More money, more change
More money, more change
More money, more change
More money, more change
More money, more change
More money, more change
More money, more change




"
ice.03g,03greedo,firstout,,,"Ice ice
Ice, ice ice ice, ooh
Ice, ooh

Bright white, dice dice, top flight, dark Sprite
You can only understand me if you really move it
White knights, white dice, now I live a white life
Dancin' on the work, do the Vanilla Ice, two brick
Ice ice ice ice, I ain't talkin' jewelry
Ice ice ice, so icy like Gucci
Soldier like I'm Juvie
Quit the baller blocking, this is not a fuckin' movie

Fresh out say cheese, say that I'm the best out
I'm the biggest rappin' drug dealer from the west now
I can get that ice all on my teeth and on my chest now
And my whole body in Versace with the checks now
Ice white, flight nice, Air Force One life
Project nigga, this that mobbin' with the couch life
Swipe life, trap life, never have a wife life
Sendin' hoes pigeon toed, raisin' up the pack price
This that I was coolin', I got hot and grabbed a MAC life
If I have a flashback I fuck around and flash twice
O3 I thought we squashed it nigga, stop it, put you on ice
Niggas tryna get me pinched, tell the judge I'm innocent
I can't trust the enemy and I can't trust my fuckin' friend
I can't even trust this lil pussy nigga Benjamin
Frankly I was really only living for the listeners
Until I realized some of the wrong people listening

Bright white, dice dice, top flight, dark Sprite
You can only understand me if you really move it
White knights, white dice, now I live a white life
Dancin' on the work, do the Vanilla Ice, two brick
Ice ice ice ice, I ain't talkin' jewelry
So icy like Gucci
Soldier like I'm Juvie
Quit the baller blocking, this is not a fuckin' movie

George Gervin (iceman)
George Jung (cash man)
Presidential George Bush, George of the Jungle
Ice man back when he was hurt he grabbed the ice pack
Ice pick, when you roll with this you need a few sticks
Ice checks, coolin' like a cooler 'cause my ice wet
Playing police roles like Ice T, and I got the Ice Cube
Big snake, cold world, life cool
I been breakin' out in people's faces what that ice do
High school, damn you was the man way back in high school
I just bought some shit I can't pronounce 'cause it was ice blue
Ice fool, ice fool, bitch I got them ice jewels
Ooh ooh ooh ooh ooh, don't make me ice you
Icy nigga, icy licker, I just had a cold stripper
And she brought her wifey with her, and I think they real sisters
Icy body when I lick her, savage so I never kiss her
Fuck it I'm a nasty nigga

Bright white, dice dice, top flight, dark Sprite
You can only understand me if you really move it
White knights, white dice, now I live a white life
Dancin' on the work, do the Vanilla Ice, two brick
Ice ice ice ice, I ain't talkin' jewelry
So icy like Gucci
Soldier like I'm Juvie
Quit the baller blocking, this is not a fuckin' movie




"
ifipart2.03g,03greedo,firstout,,,"If I went down again
Would you get tired of it?
If I went down again
Would you get tired of it?

If I went down again
Would you fuck with my friend?
Would you spend all my ends?
Go broke, would you pretend?
If I went down again
Would you get used to it?
That's all that foolishness
That's all that losing shit
I always lose a bitch, yeah
No I ain't new to this
I always fall for hoes
It's nothing I don't know

If I went down again
Would you get tired of it?
If I went down again
Would you get tired of it?
Tired of it, tired of it

If I went down again would you tag me on your timeline?
If I went down again can I blow you up like a hotline?
If I went down again and got bailed out then where we gon' hide?
If I went down again I just might text you on the south side
She said the same and then she opened up her mouth wide
She make a nigga wanna hit it when we outside
I'm doin' everything I know and mama won't lie
Too gangster for her, she way too nasty for me
She think she gained it for em, she says you can't record me
She pull up when we horny
If I went down again, would you support me?
Ooh, if I went down again, if I went down again

If I went down again
Would you get tired of it?
If I went down again
Would you get tired of it?
If I went down again, oh
Would you get tired of it?
If I went down again
Would you get tired of it, get tired of it




"
likeanig.03g,03greedo,firstout,,,"[Kacy Hill]
I was in an empty space
Avoiding your love, never gave me grace
Spending all my time away
Better to want you in retrograde

[Kacy Hill & 03 Greedo]
And how do you love?
How do you love?
How do you love?
How do you love?

[03 Greedo]
What makes you make me feel like a nigga?
Are you just here 'cause I'm a drug dealer?
What makes you make me feel like a nigga?
I know you need the protection of a hitter
I'ma leave the dank out
Gucci'd down, molly'd up
Say she love the way I sauce
Let me serve her out of town
She be beggin' for the clout
Baby have to join down
We been through some ups and downs
But she gon' always be around
Kept it right out of the doubt

[Kacy Hill]
I was in an empty space
Avoiding your love, never gave me grace
Spending all my time away
Better to want you in retrograde

[Kacy Hill & 03 Greedo]
And how do you love?
How do you love?
How do you love?
How do you love?

[03 Greedo]
Go snort a line to Kacy Hill
That's how this dick gon' make you feel
I'm off a percocet pill
I'll fuck you 'til my syrup spills
I put two cups on her booty
I wanna fuck on her groovy
We finna make us a movie
Love is rage like Lil Uzi
Love and hate like The-Dream
Purple kisses, our beauty
Only one on my team
Only one like 03
We too tight, I can't lose it
It's too tight, I can loosen
Feel me up when she do me
When we hardly be coolin'
This a hotbox, just use it

[Kacy Hill]
I was in an empty space
Avoiding your love, never gave me grace
Spending all my time away
Better to want you in retrograde

And how do you love?
How do you love?
How do you love?
How do you love?

[Kacy Hill & 03 Greedo]
What makes you make me feel like a woman?
(What makes you make me feel like a nigga?)
I'm saying things that I thought that I wouldn't
(What makes me make you feel like a woman?)
And now you caught me, remind me of my beating heart (Yeah)
I'll be your Venus if you are my Mars, yeah (Yeah)
What makes you make me feel like a woman? (Like a woman)
Like a nigga




"
rude.03g,03greedo,firstout,,,"I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds
I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds

I don't mean to be stressin'
But my life is so hectic
I can't go nowhere without my own protection
These niggas think I need a shooter, boy, forget it
Ain't nobody shoot when I was jugglin' them crutches
They say I'm a ho 'cause they ain't coming to my function
Everybody talking, nobody be doing nothing
Every nigga 'round me, I can't really trust 'em
Rollin' up a [?] of some musty
I don't have time for a discussion
Drummer Gang beat it up, percussion
On Money, came into this rap game with my own money

I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds
I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds

Tryna tell me what to do made me not fuck with you
You ain't never made the news, you really just confused
Fuck your opinion, LA Weekly think that I'm that dude
That explains your attitude
Niggas talk shit, then complain that I respond and don't stop it
Working out has never been an option
I'ma still talk shit, this ain't no act
I can't hit your double cup 'cause this ain't no Act
This ain't revolvers, these is some TECs
I don't trust this nigga, I just seen who he texts
Make a pussy nigga go and lean like some Tech
Used to snort cocaine, now I fiend for the check
Yeah
Ooh
Ooh
I don't mean to be rude

I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds
I don't mean to be rude
I don't mean to be out of line
I been losing my cool
Lately, we been so out our minds




"
scope.03g,03greedo,firstout,,,"[03 Greedo]
So I scope, so I scope
So I scope, so I scope
So I scope, so I- so I scope
So I, so I, so I scope
So I scope, so I scope
So I scope
So I scope

So I scope
And I don't like the way these niggas move, it's the approach
Niggas creep up on you in the dark road like a roach
I been in the trenches too long, gotta go
White brick, tan brick, like a yellow brick road
Purple zip, red zip, I got some more, who wants to pour?
We gargle syrup like Scope
I need a forty with a scope
So I scope, so I scope
So I scope, so I scope
So I scope, so I scope
So I scope, so I scope
So I scope

03 the one, I'm bangin' crip, you take a chance, I got the dope
She take a sniff, I take a sip, and she the one that's movin' slow
If I go broke, get that dough out your ho
I was taught to get it out the mud, the tender age of four
I'm not broke any more
Suicide my left door
Shovels goin' on my toe
It was a perfect summer
A new no limit when I pull up, damn
A purple Hummer
Soldiered down with Soldier Reezy
And I came with the Drummers
Got a pound of California and I know who want it
Marijuana, oh it make me ghost

So I scope
And I don't like the way these niggas move, it's the approach
Niggas creep up on you in the dark road like a roach
I been in the trenches too long, gotta go
White brick, tan brick, like a yellow brick road
Purple zip, red zip, I got some more, who wants to pour?
We gargle syrup like Scope
I need a forty with a scope
So I scope, so I scope

[Ralfy the Plug]
Ayy bro
These niggas talkin' crazy, I just scope
Big forty, I ain't worried 'bout your nigga, he get blown
Sippin' Kobe, that's a four up in the deuce to get me poured
You don't know me, that's some cookies in my wood, I'm not no scrub
Who these niggas, put some holes up in these squares just like a sponge
The one who be pluggin' these lil niggas with the mud
The plug he just breakin' these lil bitches for they funds
He be sippin' on real deal finnigan from the farm
I'm trappin', hmm
I'm not just rappin' nigga
You cappin', hmm
Boy stop that actin' nigga
You ain't gettin' no money
You ain't thumbin' through hundreds nigga
You ain't sippin' no muddy
You ain't pourin' no bubbly nigga

[03 Greedo]
So I scope
And I don't like the way these niggas move, it's the approach
Niggas creep up on you in the dark road like a roach
I been in the trenches too long, gotta go
White brick, tan brick, like a yellow brick road
Purple zip, red zip, I got some more, who wants to pour?
We gargle syrup like Scope
I need a forty with a scope
So I scope, so I scope

[Desto Dubb]
Yeah yeah yeah, the lean it cost more than gold
Eat it up, I got red but it ain't old
Beat the case but I never told
Won't pay my bail with my soul
No seal (nope), no sale (nope), two bails (yep), no jail (nope)
I win, would never fail
If you do learn your lesson
God put me in position
It's a blessin', I been dressin'
Codeine got a nigga flexin'
Two niggas, one pint
We still pulled up to that fight
I come alive when it turn night
I pour the lean when the time is right
Just got a pint and I tote a nine
Sixty a line, I paid fifty-five
Nine sixty buy this pint
I'm a hundred, I'm up tonight
Ralfy don't forget that Sprite
Greedo came home last night
We might fuss but we never fight

[03 Greedo]
So I scope
And I don't like the way these niggas move, it's the approach
Niggas creep up on you in the dark road like a roach
I been in the trenches too long, gotta go
White brick, tan brick, like a yellow brick road
Purple zip, red zip, I got some more, who wants to pour?
We gargle syrup like Scope
I need a forty with a scope
So I scope, so I scope




"
thug4u.03g,03greedo,firstout,,,"Do you think we need one more?
You think we need one more
Alright, we'll get one more
Ooh ah, ooh
Ooh ah, ooh
Ooh ah, ooh
Ooh ah, ooh

Baby let me thug for you
Let me make sure nobody don't fuck with you
You might be around a thug or two
You might be around a plug or two
Baby let me thug for you
Let me make sure nobody don't fuck with you
You might be around a thug or two
You might be around a cause or two

Have you drippin' 'fore I kiss it (ooh ah, ooh)
Come hit a mission with a nigga (ooh ah, ooh)
FaceTime while you rub it (ooh ah, ooh)
Mama's boy but I be thuggin' (and I really really love it)
Gotta get the bag, ayy
Get the bag, keep a bag
Ain't comin' home by eight but I for sure make sure you straight
It ain't nothin' like she dated when a real one coming over
She get hectic, hit my line, guess who comin' with the blower
Boo you good?

Baby let me thug for you
Let me make sure nobody don't fuck with you (yes)
You might be around a thug or two (yes)
You might be around a plug or two
Baby let me thug for you
Let me make sure nobody don't fuck with you (that's what's up)
You might be around a thug or two
You might be around a cause or two

Baby let me put some thug in you
Know I'm high so let a nigga put some drugs in you
She a square but she be fuckin' with the drug dealers
Plus I heard her daddy was a thug so I stuck with her
I put that molly in my mud when I fuck with her
She slow it down and speed it up, I fell in love with her
Ain't eat her out, I beat it up, she expected me to cuff
I'm nothing like your man, I'm too much realer
Won't trick but I got you
You just my lil partner
And fuck what they say
These people just poppin'

Baby let me thug for you
Let me make sure nobody don't fuck with you (yes)
You might be around a thug or two (yes)
You might be around a plug or two
Baby let me thug for you
Let me make sure nobody don't fuck with you
You might be around a thug or two
You might be around a cause or two

Had to remind her like you know who you fuckin' with?
Mister international, bitch you still on fed
Zone four on a ho, what the fuck is big?
I do it gigantic, my pimpin' titanic
Bitch I been braggin', ain't shit happenin'
With your funky ass
Them square niggas you was fuckin' with might let it pass
Only time I'm pullin' up is to collect my trap
If I'm getting out of bed better be some cash
Put my Fila's on
I spent a hundred thousand just on Regal chrome
Sittin' on them fours, daddy lookin' like a beast
Sittin' on them fours, daddy lookin' like a beast
Baby say she like it when I flex on her
Fuckin' with the yacht, I blew a check on her
Told the homies she my bitch and I'ma keep it cool
Nigga out of line, I'ma do the fool (yes)

Baby let me thug for you
Let me make sure nobody don't fuck with you
You might be around a thug or two, shit
You might be around a plug or two (that's what's up)

Ooh ah, ooh
Ooh ah, ooh
Ooh ah, ooh
Ooh ah, ooh




"
touchdwn.03g,03greedo,firstout,,,"03
Touchdown in the field
Touchdown
First night out
Touchdown in the field
First night out

Touchdown, I'm in the field
Touchdown to cause hell
I just was sittin' in the cell
You ain't felt how I feel
You ain't been to no jail
You ain't felt like I feel
Gassed up, just rollin' gas with your head down
Don't get touched by the shell

Oh
Yeah, yeah
Yeah, yeah

Feelin' like my big dog when he came home
Used to be pissed off 'til I got home
I get right out and go on WorldStar
I hit that pussy like a pornstar
I had to fuck you like I'm fresh out
Every time I go soft, baby, go hard
When you on TO you gon' send me more than postcards
I want to see it, care package
'Fore I receive it, I ain't trackin'
Where have you seen it?
I'm askin' around
Oh, it's about to go down
Like I'm back on the road, lover
[?] hold me down

Touchdown, I'm in the field
Touchdown to cause hell
I just was sittin' in the cell
You ain't felt how I feel
You ain't been to no jail
You ain't felt like I feel
Gassed up, just rollin' gas with your head down
Don't get touched by the shell

No, I ain't down to jail
Bitch, I am not Odell
If you can't handle jail
Then don't gangbang or sell
If you can't be prepared
No no [?], no near
Pin it off Instagram
Pin it on Instagram
Watch it all for the fans
Now they know who I am
If I post my location
Then they know where I am
Bitch, I know you won't talk to me, yeah
You just needed some company
Come here shawty
Bitch I know you looked out for me, yeah
But you needed some company
Come here shawty

Touchdown in the field
Touchdown to cause hell
Field
Touchdown to cause hell
Just was sittin' in the shell
You ain't felt how I feel
You ain't been to no jail
You ain't feel like I feel
Gassed up, just rollin' gas with your head down
By the shell
Touchdown in the field
Yeah
No, this ain't the NFL
Touchdown in the field
Touchdown to cause hell




"
